date,WeekStatus,Day_of_week,Load_Type,Usage_kWh,Leading_Current_Power_Factor,Lagging_Current_Power_Factor,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Reactive.Power_kVarh
19/02/2018 11:30,Weekday,Monday,Maximum_Load,61.49,100.00,87.61,0.00,33.84
23/09/2018 10:30,Weekend,Sunday,Light_Load,2.70,23.30,100.00,11.27,0.00
26/05/2018 15:30,Weekend,Saturday,Maximum_Load,36.43,99.96,98.80,1.01,5.69
17/07/2018 13:00,Weekday,Tuesday,Medium_Load,4.25,54.84,100.00,6.48,0.00
04/01/2018 15:15,Weekday,Thursday,Medium_Load,115.49,100.00,94.20,0.00,41.15
20/02/2018 12:00,Weekday,Tuesday,Maximum_Load,88.20,100.00,91.78,0.00,38.16
20/10/2018 05:15,Weekend,Saturday,Light_Load,3.60,100.00,46.57,0.00,6.84
06/02/2018 03:30,Weekday,Tuesday,Light_Load,6.34,100.00,75.30,0.00,5.54
12/07/2018 14:15,Weekday,Thursday,Maximum_Load,39.53,98.24,94.97,7.52,13.03
14/06/2018 10:00,Weekday,Thursday,Medium_Load,45.58,100.00,96.23,0.00,12.89
16/06/2018 09:30,Weekend,Saturday,Medium_Load,24.08,96.99,99.99,6.05,0.25
08/02/2018 14:45,Weekday,Thursday,Medium_Load,85.61,100.00,89.77,0.00,42.01
07/11/2018 02:00,Weekday,Wednesday,Light_Load,2.92,100.00,54.43,0.00,4.50
04/05/2018 18:00,Weekday,Friday,Medium_Load,101.38,100.00,94.36,0.00,35.57
16/04/2018 03:15,Weekday,Monday,Light_Load,3.10,100.00,62.32,0.00,3.89
07/12/2018 22:00,Weekday,Friday,Medium_Load,4.28,20.21,100.00,20.74,0.00
03/01/2018 05:45,Weekday,Wednesday,Light_Load,4.57,100.00,71.80,0.00,4.43
10/04/2018 15:30,Weekday,Tuesday,Maximum_Load,56.74,100.00,92.03,0.00,24.12
12/02/2018 10:15,Weekday,Monday,Maximum_Load,127.87,100.00,91.30,0.00,57.13
13/06/2018 11:15,Weekday,Wednesday,Maximum_Load,105.16,100.00,90.42,0.00,49.68
15/05/2018 21:00,Weekday,Tuesday,Medium_Load,31.46,98.43,99.82,5.65,1.87
18/01/2018 08:15,Weekday,Thursday,Light_Load,53.39,100.00,79.62,0.00,40.57
30/01/2018 14:45,Weekday,Tuesday,Medium_Load,75.64,100.00,91.12,0.00,34.20
12/06/2018 18:30,Weekday,Tuesday,Medium_Load,83.59,100.00,88.68,0.00,43.56
03/11/2018 23:45,Weekend,Saturday,Light_Load,3.28,100.00,52.41,0.00,5.33
05/12/2018 14:30,Weekday,Wednesday,Medium_Load,61.52,100.00,83.26,0.00,40.93
03/11/2018 07:45,Weekend,Saturday,Light_Load,3.31,100.00,55.98,0.00,4.90
26/03/2018 04:45,Weekday,Monday,Light_Load,3.10,100.00,65.99,0.00,3.53
22/06/2018 08:00,Weekday,Friday,Light_Load,8.75,100.00,65.55,0.00,10.08
15/06/2018 00:30,Weekday,Friday,Light_Load,3.53,100.00,57.06,0.00,5.08
22/09/2018 23:00,Weekend,Saturday,Light_Load,2.77,100.00,37.87,0.00,6.77
20/12/2018 05:15,Weekday,Thursday,Light_Load,3.35,99.91,82.44,0.14,2.30
25/07/2018 08:15,Weekday,Wednesday,Light_Load,17.75,100.00,68.73,0.00,18.76
21/11/2018 20:30,Weekday,Wednesday,Medium_Load,98.60,100.00,95.25,0.00,31.54
07/11/2018 17:00,Weekday,Wednesday,Medium_Load,62.06,100.00,86.31,0.00,36.32
26/06/2018 14:45,Weekday,Tuesday,Maximum_Load,55.33,100.00,91.09,0.00,25.06
27/11/2018 23:15,Weekday,Tuesday,Light_Load,23.62,100.00,85.03,0.00,14.62
10/09/2018 23:15,Weekday,Monday,Light_Load,2.63,100.00,46.77,0.00,4.97
19/06/2018 18:15,Weekday,Tuesday,Medium_Load,35.82,99.91,88.37,1.48,18.97
16/02/2018 08:45,Weekday,Friday,Light_Load,3.17,99.90,61.83,0.14,4.03
29/07/2018 17:45,Weekend,Sunday,Medium_Load,2.99,18.11,100.00,16.24,0.00
08/03/2018 04:45,Weekday,Thursday,Light_Load,3.67,100.00,72.76,0.00,3.46
26/07/2018 21:30,Weekday,Thursday,Medium_Load,3.78,21.80,100.00,16.92,0.00
28/01/2018 22:15,Weekend,Sunday,Maximum_Load,4.28,38.28,96.35,10.33,1.19
01/06/2018 15:45,Weekday,Friday,Maximum_Load,41.26,100.00,94.37,0.00,14.47
26/01/2018 14:30,Weekday,Friday,Medium_Load,87.80,100.00,93.78,0.00,32.51
18/02/2018 07:45,Weekend,Sunday,Light_Load,3.10,100.00,64.12,0.00,3.71
12/12/2018 12:00,Weekday,Wednesday,Maximum_Load,49.64,99.93,95.78,1.80,14.90
02/02/2018 15:15,Weekday,Friday,Medium_Load,55.62,100.00,97.87,0.00,11.66
15/08/2018 17:15,Weekday,Wednesday,Medium_Load,5.40,26.91,100.00,19.33,0.00
27/02/2018 15:30,Weekday,Tuesday,Medium_Load,48.56,100.00,94.08,0.00,17.50
02/08/2018 19:00,Weekday,Thursday,Light_Load,2.95,17.68,100.00,16.42,0.00
23/06/2018 15:45,Weekend,Saturday,Maximum_Load,29.12,99.87,99.87,1.51,1.51
03/07/2018 15:15,Weekday,Tuesday,Maximum_Load,67.00,100.00,88.80,0.00,34.70
19/04/2018 18:00,Weekday,Thursday,Medium_Load,29.70,95.60,100.00,9.11,0.00
12/12/2018 12:15,Weekday,Wednesday,Medium_Load,27.97,97.69,100.00,6.12,0.00
28/06/2018 12:00,Weekday,Thursday,Maximum_Load,50.94,100.00,80.55,0.00,37.48
02/10/2018 04:00,Weekday,Tuesday,Light_Load,2.56,100.00,49.78,0.00,4.46
04/10/2018 22:15,Weekday,Thursday,Medium_Load,3.42,99.99,50.34,0.04,5.87
16/01/2018 18:15,Weekday,Tuesday,Maximum_Load,49.79,99.99,86.40,0.54,29.02
08/04/2018 10:00,Weekend,Sunday,Medium_Load,79.09,99.99,98.08,0.94,15.73
03/12/2018 09:45,Weekday,Monday,Medium_Load,66.38,100.00,91.99,0.00,28.30
22/11/2018 08:30,Weekday,Thursday,Light_Load,101.48,100.00,86.44,0.00,59.04
02/11/2018 21:00,Weekday,Friday,Medium_Load,48.02,99.94,89.89,1.73,23.40
19/03/2018 15:00,Weekday,Monday,Maximum_Load,56.41,100.00,90.49,0.00,26.53
12/12/2018 22:45,Weekday,Wednesday,Maximum_Load,4.25,99.95,77.91,0.14,3.42
20/08/2018 05:30,Weekday,Monday,Light_Load,2.59,100.00,47.56,0.00,4.79
08/12/2018 01:15,Weekend,Saturday,Light_Load,5.15,100.00,80.32,0.00,3.82
05/11/2018 04:15,Weekday,Monday,Light_Load,3.64,100.00,50.27,0.00,6.26
05/11/2018 16:45,Weekday,Monday,Medium_Load,54.65,100.00,85.94,0.00,32.51
20/03/2018 19:00,Weekday,Tuesday,Medium_Load,40.28,99.96,99.84,1.12,2.30
09/06/2018 04:15,Weekend,Saturday,Light_Load,2.99,100.00,47.23,0.00,5.58
25/11/2018 06:00,Weekend,Sunday,Light_Load,3.53,100.00,75.14,0.00,3.10
18/09/2018 02:30,Weekday,Tuesday,Light_Load,2.95,100.00,47.94,0.00,5.40
12/06/2018 02:30,Weekday,Tuesday,Light_Load,3.10,100.00,49.03,0.00,5.51
31/08/2018 03:45,Weekday,Friday,Light_Load,2.74,100.00,45.25,0.00,5.40
13/03/2018 13:45,Weekday,Tuesday,Maximum_Load,106.70,100.00,91.75,0.00,46.26
26/06/2018 02:45,Weekday,Tuesday,Light_Load,2.66,100.00,58.69,0.00,3.67
15/02/2018 06:00,Weekday,Thursday,Light_Load,3.42,100.00,56.46,0.00,5.00
19/06/2018 20:30,Weekday,Tuesday,Medium_Load,32.87,100.00,99.00,0.04,4.68
10/12/2018 15:15,Weekday,Monday,Medium_Load,69.62,100.00,90.66,0.00,32.40
12/07/2018 23:30,Weekday,Thursday,Light_Load,2.66,100.00,55.76,0.00,3.96
22/03/2018 19:00,Weekday,Thursday,Medium_Load,43.20,100.00,99.55,0.43,4.10
15/02/2018 21:15,Weekday,Thursday,Light_Load,3.85,16.61,100.00,22.86,0.00
20/05/2018 13:15,Weekend,Sunday,Maximum_Load,6.95,35.95,100.00,18.04,0.00
31/03/2018 17:15,Weekend,Saturday,Light_Load,2.92,16.46,100.00,17.50,0.00
05/02/2018 14:45,Weekday,Monday,Medium_Load,110.41,100.00,96.51,0.00,29.95
26/03/2018 14:30,Weekday,Monday,Maximum_Load,88.16,100.00,96.62,0.00,23.51
05/10/2018 16:15,Weekday,Friday,Maximum_Load,50.40,100.00,91.58,0.00,22.10
31/05/2018 22:00,Weekday,Thursday,Medium_Load,3.67,18.26,100.00,19.76,0.00
31/05/2018 01:00,Weekday,Thursday,Light_Load,2.95,100.00,47.20,0.00,5.51
26/09/2018 07:15,Weekday,Wednesday,Light_Load,2.52,100.00,41.59,0.00,5.51
07/10/2018 21:15,Weekend,Sunday,Light_Load,2.99,22.97,100.00,12.67,0.00
04/11/2018 08:00,Weekend,Sunday,Light_Load,3.17,100.00,47.96,0.00,5.80
26/09/2018 03:30,Weekday,Wednesday,Light_Load,2.63,100.00,43.53,0.00,5.44
18/06/2018 20:00,Weekday,Monday,Medium_Load,37.37,100.00,97.07,0.00,9.25
25/10/2018 02:45,Weekday,Thursday,Light_Load,3.71,100.00,44.72,0.00,7.42
25/06/2018 17:30,Weekday,Monday,Medium_Load,42.44,99.96,95.89,1.15,12.56
10/02/2018 02:45,Weekend,Saturday,Light_Load,6.66,100.00,75.86,0.00,5.72
15/04/2018 19:00,Weekend,Sunday,Light_Load,3.28,18.58,100.00,17.35,0.00
05/01/2018 04:30,Weekday,Friday,Light_Load,4.61,100.00,69.87,0.00,4.72
25/03/2018 18:15,Weekend,Sunday,Medium_Load,3.82,41.44,100.00,8.39,0.00
19/11/2018 21:30,Weekday,Monday,Medium_Load,3.82,17.38,100.00,21.64,0.00
17/02/2018 08:45,Weekend,Saturday,Light_Load,3.20,99.90,56.44,0.14,4.68
21/03/2018 08:00,Weekday,Wednesday,Light_Load,7.27,100.00,80.49,0.00,5.36
07/09/2018 09:45,Weekday,Friday,Medium_Load,103.90,100.00,93.70,0.00,38.74
31/05/2018 16:00,Weekday,Thursday,Maximum_Load,116.93,100.00,93.07,0.00,45.97
01/12/2018 21:15,Weekend,Saturday,Medium_Load,4.75,22.44,100.00,20.63,0.00
12/08/2018 02:00,Weekend,Sunday,Light_Load,2.81,100.00,45.69,0.00,5.47
20/08/2018 00:45,Weekday,Monday,Light_Load,2.95,100.00,54.49,0.00,4.54
02/10/2018 22:00,Weekday,Tuesday,Medium_Load,3.67,22.24,100.00,16.09,0.00
07/03/2018 07:15,Weekday,Wednesday,Light_Load,3.64,100.00,72.88,0.00,3.42
11/08/2018 17:15,Weekend,Saturday,Medium_Load,5.62,22.59,100.00,24.23,0.00
30/10/2018 17:45,Weekday,Tuesday,Medium_Load,30.10,99.60,99.99,2.70,0.43
10/10/2018 06:45,Weekday,Wednesday,Light_Load,2.74,100.00,50.85,0.00,4.64
30/12/2018 20:00,Weekend,Sunday,Light_Load,3.24,21.89,100.00,14.44,0.00
26/07/2018 23:30,Weekday,Thursday,Light_Load,2.74,100.00,46.97,0.00,5.15
20/12/2018 07:00,Weekday,Thursday,Light_Load,4.03,99.69,81.74,0.32,2.84
28/08/2018 14:30,Weekday,Tuesday,Maximum_Load,50.40,100.00,89.24,0.00,25.49
18/11/2018 06:15,Weekend,Sunday,Light_Load,3.35,100.00,50.28,0.00,5.76
20/02/2018 20:15,Weekday,Tuesday,Medium_Load,68.69,100.00,95.91,0.00,20.27
13/09/2018 11:15,Weekday,Thursday,Maximum_Load,50.33,100.00,90.08,0.00,24.26
29/05/2018 09:15,Weekday,Tuesday,Medium_Load,49.18,100.00,89.42,0.00,24.62
20/12/2018 13:45,Weekday,Thursday,Medium_Load,71.50,100.00,91.63,0.00,31.25
18/08/2018 13:30,Weekend,Saturday,Maximum_Load,44.28,100.00,93.26,0.00,17.14
30/05/2018 02:00,Weekday,Wednesday,Light_Load,2.95,100.00,51.89,0.00,4.86
10/07/2018 08:45,Weekday,Tuesday,Light_Load,53.60,100.00,70.38,0.00,54.11
16/03/2018 18:45,Weekday,Friday,Medium_Load,84.53,100.00,93.24,0.00,32.76
15/10/2018 16:45,Weekday,Monday,Maximum_Load,108.32,100.00,88.70,0.00,56.38
07/06/2018 06:00,Weekday,Thursday,Light_Load,2.95,100.00,45.34,0.00,5.80
14/09/2018 22:45,Weekday,Friday,Medium_Load,2.84,100.00,43.98,0.00,5.80
11/11/2018 11:30,Weekend,Sunday,Light_Load,3.02,24.22,100.00,12.10,0.00
25/11/2018 19:00,Weekend,Sunday,Light_Load,2.99,20.24,100.00,14.47,0.00
13/09/2018 04:45,Weekday,Thursday,Light_Load,2.81,100.00,51.80,0.00,4.64
07/01/2018 11:30,Weekend,Sunday,Light_Load,3.42,55.85,100.00,5.08,0.00
07/08/2018 12:45,Weekday,Tuesday,Medium_Load,5.80,34.04,100.00,16.02,0.00
05/07/2018 22:00,Weekday,Thursday,Medium_Load,4.00,18.47,100.00,21.28,0.00
08/12/2018 10:30,Weekend,Saturday,Maximum_Load,31.43,99.17,100.00,4.07,0.29
06/10/2018 23:15,Weekend,Saturday,Light_Load,3.56,100.00,48.96,0.00,6.34
18/11/2018 21:30,Weekend,Sunday,Medium_Load,3.13,25.70,100.00,11.77,0.00
14/06/2018 19:30,Weekday,Thursday,Medium_Load,49.97,100.00,89.32,0.00,25.16
27/07/2018 17:00,Weekday,Friday,Maximum_Load,54.40,100.00,95.20,0.00,17.50
08/02/2018 23:15,Weekday,Thursday,Light_Load,84.24,100.00,86.28,0.00,49.36
04/11/2018 17:30,Weekend,Sunday,Maximum_Load,3.89,21.37,100.00,17.78,0.00
05/07/2018 15:00,Weekday,Thursday,Maximum_Load,47.59,100.00,94.75,0.00,16.06
05/11/2018 23:30,Weekday,Monday,Light_Load,3.78,100.00,48.37,0.00,6.84
04/08/2018 01:45,Weekend,Saturday,Light_Load,3.42,100.00,48.78,0.00,6.12
21/01/2018 04:30,Weekend,Sunday,Light_Load,37.33,100.00,80.24,0.00,27.76
14/07/2018 11:45,Weekend,Saturday,Maximum_Load,38.16,100.00,76.72,0.00,31.90
13/10/2018 10:00,Weekend,Saturday,Medium_Load,37.22,100.00,96.45,0.00,10.19
18/04/2018 22:00,Weekday,Wednesday,Medium_Load,3.89,14.58,100.00,26.39,0.00
20/04/2018 11:00,Weekday,Friday,Maximum_Load,68.69,100.00,88.36,0.00,36.40
19/09/2018 11:00,Weekday,Wednesday,Maximum_Load,43.34,100.00,94.63,0.00,14.80
17/11/2018 11:45,Weekend,Saturday,Maximum_Load,127.98,100.00,90.97,0.00,58.43
04/05/2018 23:00,Weekday,Friday,Medium_Load,3.60,100.00,67.27,0.00,3.96
14/02/2018 20:15,Weekday,Wednesday,Light_Load,3.53,20.50,100.00,16.85,0.00
13/03/2018 08:15,Weekday,Tuesday,Light_Load,21.06,100.00,71.74,0.00,20.45
15/02/2018 07:00,Weekday,Thursday,Light_Load,3.24,100.00,54.38,0.00,5.00
12/12/2018 17:45,Weekday,Wednesday,Maximum_Load,32.90,98.91,100.00,4.90,0.04
14/12/2018 23:45,Weekday,Friday,Light_Load,4.03,99.90,78.98,0.18,3.13
14/06/2018 00:45,Weekday,Thursday,Light_Load,2.84,100.00,54.93,0.00,4.32
01/06/2018 22:00,Weekday,Friday,Medium_Load,3.71,14.64,100.00,25.06,0.00
26/09/2018 04:30,Weekday,Wednesday,Light_Load,2.56,100.00,42.84,0.00,5.40
02/10/2018 17:45,Weekday,Tuesday,Medium_Load,31.03,99.93,99.89,1.15,1.44
31/05/2018 15:45,Weekday,Thursday,Maximum_Load,82.76,100.00,91.26,0.00,37.08
16/10/2018 10:00,Weekday,Tuesday,Medium_Load,114.62,100.00,90.67,0.00,53.32
01/02/2018 09:45,Weekday,Thursday,Medium_Load,79.74,100.00,93.13,0.00,31.18
04/02/2018 20:15,Weekend,Sunday,Light_Load,4.10,22.77,100.00,17.53,0.00
29/05/2018 23:00,Weekday,Tuesday,Medium_Load,3.53,100.00,61.72,0.00,4.50
18/07/2018 17:00,Weekday,Wednesday,Maximum_Load,53.17,100.00,92.69,0.00,21.53
01/01/2018 08:45,Weekday,Monday,Light_Load,3.49,99.87,61.63,0.18,4.46
15/11/2018 11:45,Weekday,Thursday,Maximum_Load,121.64,100.00,88.25,0.00,64.84
12/12/2018 05:15,Weekday,Wednesday,Light_Load,3.46,100.00,80.83,0.00,2.52
28/12/2018 00:30,Weekday,Friday,Light_Load,3.78,99.14,85.03,0.50,2.34
24/11/2018 14:15,Weekend,Saturday,Light_Load,4.57,20.83,100.00,21.46,0.00
15/09/2018 13:30,Weekend,Saturday,Maximum_Load,40.97,100.00,93.98,0.00,14.90
14/08/2018 10:30,Weekday,Tuesday,Maximum_Load,91.80,100.00,88.66,0.00,47.88
17/11/2018 06:00,Weekend,Saturday,Light_Load,3.28,100.00,61.46,0.00,4.21
18/04/2018 07:15,Weekday,Wednesday,Light_Load,3.49,100.00,65.46,0.00,4.03
21/01/2018 21:15,Weekend,Sunday,Light_Load,4.28,21.09,100.00,19.84,0.00
14/07/2018 12:00,Weekend,Saturday,Maximum_Load,24.59,100.00,76.01,0.00,21.02
22/02/2018 14:00,Weekday,Thursday,Medium_Load,110.48,100.00,94.36,0.00,38.77
25/10/2018 08:00,Weekday,Thursday,Light_Load,5.90,100.00,66.93,0.00,6.55
06/11/2018 16:15,Weekday,Tuesday,Medium_Load,58.64,100.00,85.31,0.00,35.86
18/12/2018 23:15,Weekday,Tuesday,Light_Load,4.14,99.96,77.46,0.11,3.38
05/02/2018 05:00,Weekday,Monday,Light_Load,4.43,100.00,68.74,0.00,4.68
11/02/2018 07:15,Weekend,Sunday,Light_Load,3.60,100.00,73.21,0.00,3.35
18/12/2018 09:45,Weekday,Tuesday,Medium_Load,77.72,100.00,88.85,0.00,40.14
01/06/2018 09:30,Weekday,Friday,Medium_Load,58.90,100.00,90.67,0.00,27.40
19/04/2018 05:30,Weekday,Thursday,Light_Load,3.53,100.00,67.20,0.00,3.89
10/02/2018 21:00,Weekend,Saturday,Light_Load,4.57,18.40,100.00,24.41,0.00
18/10/2018 18:30,Weekday,Thursday,Medium_Load,38.84,100.00,88.72,0.00,20.20
02/04/2018 22:15,Weekday,Monday,Medium_Load,3.96,25.62,90.42,14.94,1.87
12/05/2018 13:00,Weekend,Saturday,Medium_Load,4.07,15.73,100.00,25.56,0.00
17/03/2018 05:15,Weekend,Saturday,Light_Load,3.13,100.00,68.27,0.00,3.35
04/05/2018 05:30,Weekday,Friday,Light_Load,2.95,100.00,61.52,0.00,3.78
05/11/2018 14:45,Weekday,Monday,Medium_Load,45.68,100.00,87.56,0.00,25.20
26/08/2018 04:15,Weekend,Sunday,Light_Load,2.84,100.00,55.29,0.00,4.28
05/03/2018 02:15,Weekday,Monday,Light_Load,3.06,100.00,61.83,0.00,3.89
15/06/2018 15:15,Weekday,Friday,Maximum_Load,62.64,100.00,86.16,0.00,36.90
02/04/2018 17:30,Weekday,Monday,Medium_Load,59.83,100.00,94.22,0.36,21.28
20/03/2018 12:30,Weekday,Tuesday,Medium_Load,5.36,19.80,100.00,26.53,0.00
03/12/2018 10:00,Weekday,Monday,Medium_Load,56.88,100.00,90.91,0.00,26.06
01/07/2018 14:30,Weekend,Sunday,Light_Load,2.99,16.95,100.00,17.39,0.00
19/01/2018 22:45,Weekday,Friday,Maximum_Load,91.80,100.00,90.11,0.00,44.17
31/12/2018 04:15,Weekday,Monday,Light_Load,3.74,99.96,76.99,0.11,3.10
11/12/2018 18:00,Weekday,Tuesday,Maximum_Load,31.25,99.80,99.30,1.98,3.71
30/03/2018 10:00,Weekday,Friday,Medium_Load,68.36,100.00,86.53,0.00,39.60
22/03/2018 00:45,Weekday,Thursday,Light_Load,3.92,100.00,63.33,0.00,4.79
11/05/2018 01:15,Weekday,Friday,Light_Load,3.64,100.00,68.70,0.00,3.85
12/11/2018 19:15,Weekday,Monday,Maximum_Load,108.50,100.00,94.35,0.00,38.09
08/01/2018 19:00,Weekday,Monday,Maximum_Load,117.14,100.00,93.00,0.00,46.30
09/06/2018 18:00,Weekend,Saturday,Light_Load,3.06,18.44,100.00,16.31,0.00
09/12/2018 01:15,Weekend,Sunday,Light_Load,3.78,99.99,74.15,0.04,3.42
28/09/2018 00:45,Weekday,Friday,Light_Load,2.84,100.00,46.55,0.00,5.40
30/03/2018 07:30,Weekday,Friday,Light_Load,3.28,100.00,65.54,0.00,3.78
09/07/2018 22:45,Weekday,Monday,Medium_Load,3.46,100.00,62.87,0.00,4.28
01/12/2018 18:30,Weekend,Saturday,Maximum_Load,5.40,37.67,100.00,13.28,0.00
30/03/2018 05:15,Weekday,Friday,Light_Load,2.92,100.00,62.26,0.00,3.67
22/09/2018 16:30,Weekend,Saturday,Light_Load,2.84,25.34,100.00,10.84,0.00
21/01/2018 00:30,Weekend,Sunday,Light_Load,38.09,100.00,79.33,0.00,29.23
26/07/2018 19:00,Weekday,Thursday,Medium_Load,60.91,100.00,92.84,0.00,24.37
15/07/2018 08:00,Weekend,Sunday,Light_Load,8.86,100.00,68.74,0.00,9.36
07/03/2018 02:15,Weekday,Wednesday,Light_Load,3.13,100.00,73.12,0.00,2.92
04/12/2018 19:00,Weekday,Tuesday,Maximum_Load,41.65,100.00,96.82,0.00,10.76
02/05/2018 12:45,Weekday,Wednesday,Medium_Load,5.98,22.54,100.00,25.85,0.00
06/03/2018 10:45,Weekday,Tuesday,Maximum_Load,71.21,100.00,93.17,0.00,27.76
03/05/2018 00:00,Weekday,Thursday,Light_Load,3.53,100.00,71.82,0.00,3.42
23/09/2018 02:45,Weekend,Sunday,Light_Load,2.84,100.00,41.87,0.00,6.16
05/10/2018 07:30,Weekday,Friday,Light_Load,2.99,100.00,49.21,0.00,5.29
04/10/2018 17:00,Weekday,Thursday,Maximum_Load,51.95,100.00,84.62,0.00,32.72
16/04/2018 00:00,Weekday,Monday,Light_Load,3.71,100.00,70.71,0.00,3.71
21/04/2018 05:00,Weekend,Saturday,Light_Load,3.02,100.00,63.13,0.00,3.71
13/12/2018 01:30,Weekday,Thursday,Light_Load,4.18,99.82,81.06,0.25,3.02
20/08/2018 09:45,Weekday,Monday,Medium_Load,111.31,100.00,87.32,0.00,62.14
06/04/2018 08:45,Weekday,Friday,Light_Load,57.64,100.00,78.25,0.00,45.86
07/06/2018 09:15,Weekday,Thursday,Medium_Load,105.48,100.00,92.19,0.00,44.32
04/02/2018 08:45,Weekend,Sunday,Light_Load,4.61,99.70,67.79,0.36,5.00
09/11/2018 01:00,Weekday,Friday,Light_Load,3.38,100.00,53.06,0.00,5.40
26/07/2018 11:30,Weekday,Thursday,Maximum_Load,45.58,100.00,81.90,0.00,31.93
24/09/2018 20:00,Weekday,Monday,Light_Load,2.92,23.79,100.00,11.92,0.00
05/08/2018 06:00,Weekend,Sunday,Light_Load,2.81,100.00,42.53,0.00,5.98
23/11/2018 06:45,Weekday,Friday,Light_Load,2.92,98.57,86.55,0.50,1.69
09/12/2018 08:45,Weekend,Sunday,Light_Load,3.82,57.26,93.25,5.47,1.48
28/10/2018 07:15,Weekend,Sunday,Light_Load,2.81,100.00,47.90,0.00,5.15
13/09/2018 13:45,Weekday,Thursday,Maximum_Load,58.18,100.00,85.34,0.00,35.53
17/10/2018 14:45,Weekday,Wednesday,Maximum_Load,74.16,100.00,82.95,0.00,49.93
06/03/2018 06:30,Weekday,Tuesday,Light_Load,4.61,100.00,66.98,0.00,5.11
30/10/2018 01:45,Weekday,Tuesday,Light_Load,3.71,100.00,46.16,0.00,7.13
06/08/2018 09:00,Weekday,Monday,Light_Load,83.81,100.00,89.75,0.00,41.18
31/03/2018 18:30,Weekend,Saturday,Light_Load,3.38,38.23,100.00,8.17,0.00
16/04/2018 23:30,Weekday,Monday,Light_Load,3.78,100.00,71.75,0.00,3.67
16/02/2018 20:15,Weekday,Friday,Light_Load,3.31,18.12,100.00,17.96,0.00
01/04/2018 21:00,Weekend,Sunday,Light_Load,3.42,15.42,100.00,21.92,0.00
30/07/2018 05:00,Weekday,Monday,Light_Load,2.74,100.00,47.47,0.00,5.08
24/02/2018 10:15,Weekend,Saturday,Maximum_Load,76.21,100.00,99.19,0.68,9.76
15/05/2018 09:15,Weekday,Tuesday,Medium_Load,67.50,100.00,89.83,0.00,33.01
19/11/2018 10:45,Weekday,Monday,Maximum_Load,61.31,100.00,89.31,0.00,30.89
27/02/2018 03:30,Weekday,Tuesday,Light_Load,3.85,100.00,74.38,0.00,3.46
13/10/2018 08:30,Weekend,Saturday,Light_Load,51.98,100.00,69.42,0.00,53.89
15/02/2018 18:00,Weekday,Thursday,Light_Load,3.35,19.03,100.00,17.28,0.00
16/03/2018 00:00,Weekday,Friday,Light_Load,3.60,100.00,67.92,0.00,3.89
14/03/2018 07:00,Weekday,Wednesday,Light_Load,3.71,100.00,62.70,0.00,4.61
23/02/2018 12:45,Weekday,Friday,Medium_Load,7.88,29.58,100.00,25.45,0.00
14/05/2018 06:15,Weekday,Monday,Light_Load,3.24,100.00,59.65,0.00,4.36
24/06/2018 13:45,Weekend,Sunday,Maximum_Load,29.34,99.94,99.87,1.04,1.48
29/08/2018 13:45,Weekday,Wednesday,Maximum_Load,50.40,100.00,91.07,0.00,22.86
23/07/2018 02:45,Weekday,Monday,Light_Load,2.92,54.43,100.00,4.50,0.00
01/11/2018 13:15,Weekday,Thursday,Medium_Load,49.64,99.34,91.42,5.72,22.00
26/08/2018 15:15,Weekend,Sunday,Maximum_Load,6.12,37.14,100.00,15.30,0.00
13/02/2018 15:30,Weekday,Tuesday,Medium_Load,54.72,100.00,97.38,0.00,12.78
16/12/2018 18:45,Weekend,Sunday,Maximum_Load,5.72,25.80,100.00,21.42,0.00
15/10/2018 17:30,Weekday,Monday,Medium_Load,99.90,100.00,94.01,0.00,36.22
06/06/2018 10:30,Weekday,Wednesday,Maximum_Load,43.16,100.00,91.66,0.00,18.83
25/03/2018 11:00,Weekend,Sunday,Maximum_Load,31.50,97.63,100.00,6.98,0.04
02/03/2018 21:00,Weekday,Friday,Medium_Load,35.24,99.30,99.84,4.18,2.02
05/12/2018 15:30,Weekday,Wednesday,Medium_Load,87.16,100.00,93.34,0.00,33.52
20/10/2018 18:30,Weekend,Saturday,Medium_Load,10.51,77.25,97.88,8.64,2.20
15/07/2018 07:45,Weekend,Sunday,Light_Load,3.67,100.00,60.82,0.00,4.79
01/12/2018 13:15,Weekend,Saturday,Medium_Load,11.30,63.30,100.00,13.82,0.07
24/02/2018 07:00,Weekend,Saturday,Light_Load,3.96,100.00,74.37,0.00,3.56
20/05/2018 21:45,Weekend,Sunday,Medium_Load,3.46,21.34,100.00,15.84,0.00
09/01/2018 08:15,Weekday,Tuesday,Light_Load,99.43,100.00,85.74,0.00,59.69
08/03/2018 05:00,Weekday,Thursday,Light_Load,3.10,100.00,78.09,0.00,2.48
16/08/2018 00:45,Weekday,Thursday,Light_Load,2.70,100.00,45.46,0.00,5.29
22/02/2018 12:15,Weekday,Thursday,Medium_Load,18.86,71.86,91.49,18.25,8.32
09/03/2018 01:15,Weekday,Friday,Light_Load,4.90,100.00,81.14,0.00,3.53
20/03/2018 14:30,Weekday,Tuesday,Maximum_Load,60.16,100.00,91.58,0.00,26.39
01/07/2018 05:45,Weekend,Sunday,Light_Load,2.81,100.00,60.07,0.00,3.74
18/01/2018 21:00,Weekday,Thursday,Medium_Load,72.43,100.00,97.72,0.32,15.73
27/07/2018 21:30,Weekday,Friday,Medium_Load,4.36,23.82,100.00,17.78,0.00
